features,label,directory
"[0.0158806606331422, 0.04550042203456639, 0.0, 0.06468836063886475, 0.40008877025472656, 1.0, 0.9642229995896192, 0.9397965752851717, 0.9040484577463296, 0.9930236395971804, 0.9948480012559388, 0.9969860442011208, 1321.8020636668214, 64.91056540587944, 33.01803190313753, 21.74557848969968, 16.753040810235326, 12.117811421285754, 9.821442134015934, 9.519975612695571, 8.071579338113414, 6.847472152112076, 5.64752250099634, 7.549439602801733, 8.08865717727643, 725.743189161939, 67.88102090594711, 33.3715204849453, 21.660993093830463, 16.276323669758813, 13.260701152710121, 10.433621184707189, 9.036565401506476, 7.890441771319157, 7.215672477097835, 6.52811046005573, 5.347259327366151, 5.0578286731378785]",bitter,EUReCA - dietary eeg
"[0.0, 0.12286995417413095, 0.021505918272463415, 0.0442143494023389, 0.4231164839339483, 1.0, 0.9871007977784709, 0.9656253035788404, 0.9986920659028553, 0.9948701904395335, 0.9914871049575802, 0.9935410564765683, 1323.8576539418011, 65.10247063475146, 31.741488109895073, 21.605060193882217, 15.39430388740121, 13.885944639688637, 10.877093128291797, 11.02837117966518, 9.551295058346359, 4.940955831593551, 5.773991235007666, 7.286861589420157, 2.7230696569844977, 726.3323960456122, 67.15231656444053, 33.44783478873151, 22.31090636524068, 16.002415210917928, 12.823323775371232, 10.939559787901254, 9.035531659842196, 7.483934244933568, 7.428169030565828, 6.00634904161614, 5.8685856048547675, 5.054320100567294]",bitter,EUReCA - dietary eeg
"[0.03575511825105462, 0.06208625977626888, 0.0, 0.05299996594651363, 0.508912445684632, 1.0, 0.9672310819303285, 0.9565102176562451, 0.9679591648786914, 0.9917653226760809, 0.9975110457420843, 0.9980715116062984, 1322.526887233266, 65.25754848905349, 33.63759830866694, 20.75212813521243, 17.07242978427999, 12.50470820503795, 9.684109957743246, 9.216311611513039, 7.623644150682293, 7.700985398080903, 6.432584431923469, 4.756578312675448, 6.2457553883237145, 726.0062772617013, 67.35773444331218, 33.53179472311105, 21.9171231826977, 16.100610561323727, 13.549753464576913, 10.07865416058545, 9.133062993636976, 7.7798901499761115, 7.23946374937346, 6.168243900048969, 6.083038735707227, 4.949420978524161]",bitter,EUReCA - dietary eeg
"[0.05140903622254158, 0.07852517393903857, 0.0, 0.028694646140030918, 0.48746576178316, 1.0, 0.9994063785814199, 0.9784749475695389, 0.9852661707374061, 0.9862347797831748, 0.9983183945831275, 0.9985720916814023, 1322.7938526919606, 66.63793432266502, 32.572724485378046, 23.671488063905933, 15.372661849172818, 9.487335979689526, 10.959208701002353, 9.017172314495742, 8.236724173918669, 6.5708563139214515, 6.62146172745803, 6.210615773026097, 5.340368774069036, 726.0956972786779, 67.52235203898395, 33.29488589145602, 21.87648903728376, 16.578579785080372, 12.455477156152156, 10.898946461474754, 8.920689960564083, 7.869177297623785, 7.17827534236151, 6.068761676616439, 5.853961522022682, 5.324042613309789]",bitter,EUReCA - dietary eeg
"[0.0, 0.0877508764269927, 0.007420092870558611, 0.09591326185326182, 0.41379559575359487, 1.0, 0.9253019041636612, 0.9799224916720608, 0.9845274226398819, 0.9706650415597743, 0.9993833259129038, 0.9947069348747677, 1322.8847037694213, 65.50315471187261, 33.00890069928649, 22.156780711510084, 16.906789352480317, 13.512045382130744, 9.431495167767967, 11.794973521183174, 5.976281207266167, 6.643057447514774, 7.0199413477884285, 5.051913420884141, 4.614198251425368, 725.5815905955185, 67.53197563268685, 33.78671923567275, 21.739474338757976, 16.264991021364168, 12.978396271265957, 10.885237441971558, 8.629304012102828, 8.228169996867202, 6.647674391155412, 6.422634777094286, 5.701974007571932, 5.409266437005462]",bitter,EUReCA - dietary eeg
"[0.0362993133899343, 0.11863396197315113, 0.0, 0.08022131649202219, 0.36389433082460204, 1.0, 0.9957475634616046, 0.990261719778883, 0.9851298475273343, 0.9967793092719729, 0.9894057290175619, 0.9997028332535992, 1327.6163465029495, 62.762974394801915, 32.8363502779693, 21.53789391059891, 15.258809966399221, 12.736617015555286, 10.555586163756473, 9.035345882642206, 8.253840936239897, 6.992472909605229, 6.044126440666905, 5.754935806054249, 5.997430949600057, 726.2563864851298, 67.48400840846186, 33.04549623059034, 22.383428062895565, 16.25605541978779, 12.602809960588651, 10.584908159811647, 9.129186018410342, 7.9120534305065915, 7.21182291868929, 5.989863745705215, 5.713178358297748, 5.605811008491669]",bitter,EUReCA - dietary eeg
"[0.022406737223573593, 0.11060310883749534, 0.0, 0.09835566685189495, 0.4188875781198021, 1.0, 0.9818015691635381, 0.9649613366552423, 0.9916329200936357, 0.9874425668465848, 0.9835398151583307, 0.9934012013701027, 1321.9647044459048, 64.83418282326372, 33.08771473674098, 21.222322243705992, 18.569129315779893, 9.998274105955884, 11.294431531127216, 9.533172322047, 7.600745972686393, 7.1461586249149915, 5.393661004881142, 6.692778333455114, 4.236243697483795, 725.9167853194617, 67.77850396803646, 33.02669752507222, 21.987700882369037, 16.194288528490183, 13.332496899790012, 10.560502063196095, 8.81225022198231, 7.9328075062778165, 6.900470481013402, 6.391222550409239, 5.721490830168138, 5.087413135111939]",bitter,EUReCA - dietary eeg
"[0.027391924338688492, 0.07135439655193102, 0.0, 0.10418225216197122, 0.40174984253829826, 1.0, 0.9850193708537593, 0.983516382181611, 0.9965681609702026, 0.9848181629424018, 0.9881880131264875, 0.9826285501105909, 1321.350492142799, 65.22810817514099, 33.93863280073484, 22.281575101047636, 14.336063891903521, 13.014428495535242, 9.945979788482092, 9.313130055650394, 8.938989239100456, 5.943434234576436, 6.035750428323778, 5.667202236752322, 7.907554693067844, 726.1819062720721, 67.1058460036765, 33.69069434306998, 21.781067746797802, 16.216623756045184, 13.351253013750618, 10.424405190264002, 8.904283452358293, 7.946024439688688, 6.973244014150744, 6.346283739256528, 6.001718629933451, 4.893738777405026]",bitter,EUReCA - dietary eeg
"[0.0, 0.05162608807953069, 0.0008271688014948612, 0.0983356838270554, 0.46047610368701636, 1.0, 0.996115525439668, 0.919774062901892, 0.9762011259884987, 0.9395722368193943, 0.985720575089325, 0.9890623429497499, 1327.277511856558, 61.36920146879939, 34.63576535489847, 21.54801062890391, 14.099444090785902, 14.513360495054597, 13.448270772573306, 5.408878632815147, 7.862518945890981, 8.104502721566854, 6.331867808168425, 6.463943112556274, 4.029977203474225, 725.8728087809445, 67.87040943499322, 32.89976209582444, 22.446107259009935, 15.981835042389818, 12.570636798694395, 10.91949695713219, 9.294444556940558, 7.839143246484445, 6.775108882335605, 6.702276799118815, 5.325916946196292, 5.482283613520013]",bitter,EUReCA - dietary eeg
"[0.056186126557397374, 0.08841672072753178, 0.0, 0.06456318117531228, 0.5062937787127345, 1.0, 0.8820009563954732, 0.966102812136535, 0.9825874334099216, 0.9955574369477623, 0.9979549591177275, 0.9992709294695393, 1327.396790435284, 62.65954608788208, 32.78922962247956, 20.99868768584158, 15.899170526052437, 12.446508864981553, 9.783538402058063, 11.835298645718023, 5.612159478160703, 8.632914853590528, 5.512891514544899, 7.067667066220844, 3.9369317918479783, 725.8698374620553, 67.52205649557624, 33.30179414022618, 21.81389193174966, 16.36251314193642, 13.072663977271276, 10.599104990541315, 9.015204361940079, 7.984998089194496, 7.057988756393002, 6.227965980611048, 5.674270861069537, 5.412158093256697]",bitter,EUReCA - dietary eeg
"[0.02421984463241158, 0.0405634665155773, 0.0, 0.04342085824987102, 0.38140810189749264, 1.0, 0.8570875955441568, 0.9892404039214511, 0.882292223864742, 0.9974496585238213, 0.991486859688523, 0.9933518499278069, 1324.5991007949765, 63.473053472248225, 32.9200981126281, 22.199143645433754, 14.600786701047987, 15.365622176815162, 10.126162920498581, 8.87423571831636, 6.176060180200172, 7.406589082876428, 6.694806003697588, 5.337416314791689, 5.568617430846392, 725.9292142873536, 67.47843293668399, 33.797433088685565, 21.75422340681032, 16.161609833852253, 12.813846269358203, 10.71735609486705, 9.111280007782074, 7.731014973701351, 7.038579070478356, 6.649373263116495, 5.312099387144794, 5.211951137501087]",bitter,EUReCA - dietary eeg
"[0.0, 0.026107020865541137, 0.004790257664850347, 0.09112270930487663, 0.43840720147107687, 1.0, 0.975360747680945, 0.9834808142654782, 0.9835061269138825, 0.8970941245778488, 0.984801645290859, 0.9874707301460315, 1325.7285777961963, 63.20874957904493, 32.88815514712699, 22.904912432979813, 16.41779276425666, 15.512886848555866, 7.58274551996084, 10.2623497916017, 7.424773516258559, 4.992891854969742, 5.146199398847819, 4.975306319691978, 5.324956999538774, 725.9428437403245, 67.9583333896186, 32.673273897582845, 22.008895388943245, 16.735994925469843, 12.67120778121805, 10.949563112030201, 8.85877990390533, 7.998931380802271, 6.987705950319038, 6.314879910210973, 5.416719967756913, 5.237484773029155]",bitter,EUReCA - dietary eeg
"[0.04759496481863923, 0.0571510452832233, 0.0, 0.07156670852755148, 0.4970479418381603, 1.0, 0.9998334880150818, 0.9736638538834846, 0.9618244438277478, 0.9120253197663577, 0.9976408612643423, 0.9968813169508751, 1324.872967391203, 64.56191564826631, 32.74706123244643, 21.4988625075219, 16.333269088190193, 12.509019282430994, 10.041380642852637, 8.836014726050111, 7.4961788824724955, 7.68040279554763, 6.100699264813238, 4.6075062323238996, 6.118472087425557, 725.9077722521463, 67.50581710766508, 33.22313156041392, 22.02483276699064, 16.43301902252137, 12.925345951855487, 10.62097159839378, 9.053393354017537, 7.883798726096817, 6.997298715411092, 6.292139764032477, 5.646165157271996, 5.0739398390399035]",bitter,EUReCA - dietary eeg
"[0.01749923726896513, 0.043725091641149245, 0.0, 0.004184778070445027, 0.4033967768178307, 1.0, 0.944872747304305, 0.9974987333848196, 0.8839502963068243, 0.926319192527601, 0.9973115856497655, 0.9978222984919969, 1320.8353713112558, 65.61765218758418, 33.230184469489444, 24.933661552482153, 13.029510428694753, 12.683226269734476, 9.63593933359159, 8.935243974263024, 8.48069993173921, 7.33398990331607, 5.804827594894435, 5.951886627446301, 5.882845242657893, 725.8930848430933, 67.52313643050834, 33.21356962776092, 21.836367995476618, 16.725235989086993, 12.870899772996667, 10.38900513182001, 9.391436989129303, 7.785761980077764, 6.9067354219703905, 6.562731594260811, 5.530606220209029, 5.327803792048129]",bitter,EUReCA - dietary eeg
"[0.0, 0.07465911307766265, 0.033716604638552916, 0.06993288239559332, 0.4142323727187488, 1.0, 0.9619329911120413, 0.9988744994369112, 0.9135873736943203, 0.9484149848894042, 0.9950810607502778, 0.999490998521873, 1322.0794884583474, 66.3219010539148, 32.451668012454974, 21.599444753392135, 15.832039919436346, 12.553575036563213, 10.407930747673003, 9.519421933100016, 7.840602938163057, 6.681945395504541, 7.700482449103871, 5.166708193207076, 5.925631389095014, 726.4290039349974, 67.42176712195041, 33.35583342854968, 21.677812565090996, 16.145752506130535, 12.58593033450833, 11.190791375137685, 9.17086498556015, 7.8204262366376245, 6.922027417337128, 6.198384578183159, 5.906780838339509, 4.961108850637564]",bitter,EUReCA - dietary eeg
"[0.0, 0.06519116328406956, 0.026231971264661525, 0.01913711988626655, 0.40971382898893494, 1.0, 0.9878228355027272, 0.992744538882519, 0.9415271695963608, 0.9526930535360391, 0.9988682883189649, 0.999701200067927, 1321.8755686319482, 66.10209164335319, 32.91623189566248, 21.211479477547996, 16.38144789047606, 12.866433424033287, 9.691896926808155, 9.44576858323879, 7.003438097747418, 7.42088869035145, 6.429517098164055, 5.780148410993933, 4.570173292701278, 725.5228004094964, 68.07275534574487, 33.00261058111862, 22.56318617048289, 15.55589818308011, 12.963930228236322, 11.025743724737271, 8.527026293527797, 8.214461240152387, 7.341353488869644, 5.839539516030506, 5.629891978755237, 5.756947299281935]",bitter,EUReCA - dietary eeg
"[0.005824522384373117, 0.061729769499754186, 0.0, 0.020409227225375557, 0.3897754397309332, 1.0, 0.988407190532207, 0.9980834802468916, 0.9577241442177812, 0.9941665796640048, 0.9934232250841872, 0.9996627280883892, 1324.944641029454, 65.44652738376143, 31.52335329083244, 21.691035234847767, 15.094132021522839, 12.418129214712305, 10.781648136190546, 9.488478364663266, 7.436368859902165, 7.41223859076136, 5.475894107489924, 7.257419378037596, 5.5740209467952315, 725.8423436763953, 67.72128866903216, 32.68873674933302, 22.35351912925138, 16.43790647727308, 12.89393333546439, 10.80647924636748, 8.637633729971178, 8.186898793313993, 6.896078497074191, 6.510187778789178, 5.703321060343935, 4.950189862062625]",bitter,EUReCA - dietary eeg
"[0.017825818538954066, 0.07447986960485732, 0.0, 0.03487067009101872, 0.4130008433493678, 1.0, 0.9375196504192059, 0.9876314978852738, 0.9870698822910449, 0.9866442579378473, 0.9993074056778044, 0.999919653303475, 1322.7316487379633, 65.22663101264973, 36.660177219212244, 19.15843156929505, 15.729486511800062, 13.378075285477388, 8.993997398432002, 8.305122361092819, 7.421397849982523, 9.99127824107558, 4.080622329558003, 6.242155721682341, 6.244336032135038, 726.2472791083983, 67.27682893175265, 33.239120912972076, 22.021331996823065, 16.408544539593557, 12.658137580305318, 10.982441279237484, 8.803672069639202, 8.22556620704896, 6.797479306851322, 6.499218647053619, 5.716192544966314, 4.957223410579676]",bitter,EUReCA - dietary eeg
"[0.016460448793627225, 0.05986451687703599, 0.0, 0.028663867556250746, 0.41818737290559554, 1.0, 0.949975646518052, 0.995263171589718, 0.9678382648629276, 0.934933683270542, 0.9917967446609163, 0.9998548206208268, 1324.6411344731996, 63.83767088448165, 35.60121988890571, 20.948680553633118, 15.053114064472929, 12.25535995615555, 10.56143295934179, 9.789581776811463, 6.5005789127639115, 6.444882842737863, 5.998158117830078, 7.021761801546408, 4.101723258344738, 725.9738959307045, 67.50514477363132, 33.30746365108446, 21.997787972736013, 16.389569734692657, 12.562765220091745, 10.649046439816306, 9.127029382625578, 8.227879966926427, 6.866730091852057, 6.291197842962775, 5.455849848033348, 5.388234587540126]",bitter,EUReCA - dietary eeg
"[0.00224454645622799, 0.03998762965566167, 0.008874734918502825, 0.0, 0.5032265495438416, 1.0, 0.9946773996503547, 0.9928077208092223, 0.9455947828491317, 0.9773078041404349, 0.97582703959362, 0.996116011858355, 1322.5967183263492, 63.654952026110244, 35.11163379621878, 20.71064479052628, 16.65703510080834, 12.910509469082143, 11.129437338300471, 9.266419697940588, 6.349780751446469, 5.557373542909616, 6.376578712061077, 5.748059772415848, 5.36053882451216, 726.0825447692846, 67.7059562778312, 33.07535966868204, 21.961372560433972, 16.313563757677983, 13.00986493582667, 10.369261175293087, 9.338542706303803, 7.831215282784449, 7.166340579359074, 5.953860701550646, 5.869797687861455, 5.299375518624927]",bitter,EUReCA - dietary eeg
"[0.0007772021926636739, 0.0, 0.010029465702726057, 0.07851089803105708, 0.529748358580781, 1.0, 0.9998210513963601, 0.9764359770307875, 0.9976095856681276, 0.9589103412315159, 0.9975828324794256, 0.9979101497854609, 1321.581860263358, 65.8351192439891, 34.42733068362725, 22.98828124162982, 16.57756811621485, 12.489889575769231, 6.963797498824549, 8.938546429577706, 7.99122782305565, 6.45681304492015, 6.262809599031599, 5.453544125417455, 4.79096336206313, 726.0631867164083, 67.46907912142422, 33.639425855316375, 21.81922644081505, 16.020996692190906, 12.827011123469337, 10.643831659236787, 8.920063602908956, 8.33657243148588, 7.19892527866629, 6.290314806767299, 5.7128690756717715, 4.706022528909232]",bitter,EUReCA - dietary eeg
"[0.05763583163831236, 0.01568729555404848, 0.0, 0.08077256060454784, 0.46161784165474556, 1.0, 0.9260414325455699, 0.9963547749037592, 0.9519542536383572, 0.9702480808495171, 0.9902534273996236, 0.9999244042275282, 1321.3387913081035, 65.24987059540733, 33.755025252172615, 22.137210621437397, 15.270792160185275, 13.205760837172626, 11.157499348625379, 9.785181284215179, 9.912498848086557, 5.0407128641995405, 7.298841523576283, 3.10541014483701, 4.975144587180685, 726.3542614619405, 67.142924028275, 33.40777802967665, 21.78707421859206, 16.294735819621827, 12.911421306454272, 10.678321606758836, 9.409286811886293, 7.829463012760521, 6.90563415348249, 6.351024755272832, 5.622995458177536, 5.137780604782845]",bitter,EUReCA - dietary eeg
"[0.07097816567871673, 0.063565675915055, 0.0, 0.12305889574513086, 0.47111893552674206, 1.0, 0.9385499499521965, 0.9879883991677634, 0.9924035882723731, 0.9992591655552201, 0.999030169495854, 0.999669789043559, 1323.5090044945453, 64.14506803817773, 34.02007297529604, 21.077266917322913, 16.594290514194146, 14.664252735176534, 9.518133879422837, 8.951556929609557, 9.070228448332859, 4.693618896843261, 7.834716497736787, 5.244568179378392, 6.677943822866004, 726.052065751957, 67.3880444211647, 33.38401273350003, 22.135110070959723, 16.208764593120527, 12.653679373991295, 10.886773532936761, 9.148785409670545, 7.8011059555142594, 6.930852764693789, 6.5157776232483435, 5.574971435817599, 5.528232797823762]",bitter,EUReCA - dietary eeg
"[0.07372864818067382, 0.09413251385615629, 0.0, 0.07247004694993021, 0.41463782462869203, 1.0, 0.9980702173767625, 0.9880257080299537, 0.9807195897291626, 0.9896667431684925, 0.9983508777723739, 0.9909772118435161, 1323.4150355122777, 64.24259748762816, 34.32210254638974, 20.845592881572735, 16.10512385663022, 14.208973508006633, 10.329185158994225, 9.282292198063239, 7.646696674752919, 6.139134317667885, 6.333051073137634, 6.659448435860296, 5.212668224421396, 726.3915016030994, 67.45365212224625, 33.13536531060427, 21.78738386858013, 16.14098572975618, 12.912229136147689, 11.158473358951717, 8.783475696416804, 7.827558512618644, 7.079030488613952, 6.084146504066074, 5.796525512267944, 5.424472367497229]",bitter,EUReCA - dietary eeg
"[0.024806045943296454, 0.13908261619202728, 0.0, 0.03365791586975745, 0.42662391695592944, 1.0, 0.995953835242263, 0.9758926226290955, 0.9308208846735256, 0.995077570688049, 0.9890693121299831, 0.9983734854746797, 1321.610993282889, 66.64839985885936, 32.81051778000293, 21.93495874998046, 17.582698144279654, 12.129208352627973, 12.457198066966765, 6.299584245570845, 10.71034645727876, 3.7818133338699704, 6.2837244911973515, 4.707630703047297, 4.757424744589292, 726.0150834117541, 67.87262456694833, 32.85847540321771, 21.936508270034942, 16.08944013075526, 13.030562328865795, 10.697429343268226, 9.235422879435912, 7.736614951252201, 7.194219783975454, 6.397044899318842, 5.509401994029619, 5.26981822737447]",bitter,EUReCA - dietary eeg
"[0.02763553778727743, 0.06724322480604573, 0.0, 0.04731477914583259, 0.5256905472856521, 1.0, 0.9611160139669822, 0.9332682483660059, 0.9834364025075752, 0.9795221901427024, 0.9856879738278842, 0.999224129904069, 1322.8347493856393, 65.44913668047208, 33.187648165315025, 21.16183452876077, 16.30704183277919, 12.793811032385086, 10.118607157028523, 9.454622471087415, 9.245462638396916, 8.156402065432381, 3.3557284412244, 5.75378388683413, 6.036143652358641, 725.9985557769279, 67.65869954690103, 32.80294630559307, 22.242769917106628, 16.34523214922075, 12.855299737231064, 10.752429156592234, 9.287077441432647, 7.5807042724022295, 7.139319938642554, 5.9643609927734875, 6.235609574527553, 4.752220196242105]",bitter,EUReCA - dietary eeg
"[0.011274212861783218, 0.02095056783565523, 0.0, 0.06157741906569384, 0.4980989619780107, 1.0, 0.9798227038987303, 0.9965383217269447, 0.9932186555492231, 0.9987763610660209, 0.9963115006123527, 0.9989470711254759, 1325.888907857645, 65.64768065967291, 34.30293788230621, 20.009254471917426, 14.561413809474125, 12.910355880806588, 9.280778125060134, 10.632321542120618, 9.755388093067987, 5.553077237856609, 5.984395822767711, 3.768747154348363, 6.647229075965932, 725.8963024611373, 67.56554925631968, 33.307559378656336, 22.28801566502033, 15.899900700687002, 13.237734467299923, 10.27086603730596, 9.431647147772694, 7.812222506421312, 6.780574250030531, 5.963025330076554, 6.102622557082269, 5.255969640349363]",bitter,EUReCA - dietary eeg
"[0.014888885869326303, 0.039100520869383766, 0.0, 0.06672419718192778, 0.4257173150950124, 1.0, 0.9103682870523322, 0.9947418050042371, 0.9863419795027153, 0.9573118239826719, 0.9944079087588792, 0.9992646426230812, 1328.6860123287115, 63.20670590086233, 31.7240475653053, 21.743357245927676, 14.45753452830063, 13.939580259554713, 12.796771218109207, 8.340407336023922, 5.169072754286571, 7.855063776295502, 6.013131465275897, 5.1923141524197955, 7.481702642356627, 726.3323466101477, 67.33596654494772, 33.1611394931968, 21.977019706122046, 16.436520619750297, 12.902848271000408, 10.790636704448882, 8.712036480782267, 8.249846978818884, 7.10481949477518, 6.230459092931145, 5.518077228638011, 5.142430514364999]",bitter,EUReCA - dietary eeg
"[0.07666848972210574, 0.05408785958701024, 0.0, 0.05165623666774573, 0.46135843349074, 1.0, 0.9957112676521126, 0.9852142740320211, 0.9305314085497447, 0.9940100186249174, 0.9945476713521882, 0.9926135371636712, 1325.7150500603364, 65.21211755216473, 33.71043266146545, 20.497862544025033, 16.28138887015227, 12.696306162411817, 8.398371549010081, 9.457171639101677, 8.372132248772342, 6.2130357423169045, 6.784775214621472, 5.259365143574042, 5.131174054778041, 725.76395300775, 68.0665793979326, 32.84201701994022, 21.996132923014247, 16.338779030941065, 12.5434521714464, 10.7415718162063, 9.046318170158855, 8.13511214708748, 7.105857854517209, 6.300915175774241, 6.074340284033562, 4.849448384930788]",bitter,EUReCA - dietary eeg
"[0.020502432124581006, 0.04839368245032983, 0.0, 0.06939022454029163, 0.5647170433512777, 1.0, 0.9574189322907709, 0.9651761536604301, 0.9112918144850964, 0.9844855473516055, 0.9849665646858943, 0.9953230383982842, 1327.792838830386, 64.6028287630688, 31.889253690083073, 22.17204132859946, 14.065895255650338, 13.20800179115956, 10.261635161394437, 9.658412877623572, 7.268153754646775, 6.671754606626536, 6.669803091819826, 4.892618831334227, 7.604183113074001, 726.0218022750751, 67.59043281890109, 33.06459305322011, 21.934538544255716, 16.399296969989656, 12.804532629378176, 10.728971980027469, 9.141531531618842, 7.840617471840334, 7.119887615952022, 6.2710286834857545, 5.8081084569982995, 5.108781934990401]",bitter,EUReCA - dietary eeg
"[0.0, 0.024884751992918838, 0.0034184443022135563, 0.08760211245353124, 0.43123492367492294, 1.0, 0.9943722004667347, 0.9344167176843838, 0.8046193908099809, 0.9837221542440815, 0.9896038560090072, 0.9851602890486094, 1324.0953586353248, 65.98268462371911, 34.32268226450707, 22.242894305716234, 14.697977606608543, 14.117984338373098, 9.339102318833884, 7.4572423314627825, 7.711177446938356, 5.693905495734754, 7.082239788970327, 5.215798790447721, 4.8653891763676835, 726.1684575756163, 67.31762590367256, 33.339424879154926, 21.93187817040279, 16.41950556596632, 12.70885328583826, 10.883132465405168, 9.183789022607504, 7.650369140975922, 7.047726911595799, 6.552445063816473, 5.76719524642505, 5.106803357336183]",bitter,EUReCA - dietary eeg
"[0.0, 0.022150813484397916, 0.009894580326388708, 0.08981169755870995, 0.48903850509605984, 1.0, 0.9759533564705354, 0.9176036404150751, 0.8809474589877807, 0.9953361508951527, 0.998315213052616, 0.9940537723660796, 1326.9609561341983, 65.30622403245528, 36.0037920744318, 17.4151422076417, 15.021088385356196, 13.402372046678899, 8.927402384546344, 11.083124619517218, 8.18759218022744, 5.517047982559551, 5.983264288779343, 5.1896081224921025, 4.907462225651373, 725.7170426234532, 67.62728965023115, 33.31321761674514, 21.87271985758295, 16.210925501945237, 13.010911357274015, 11.210347084358164, 8.527402271948445, 7.904639648119099, 7.138157104383949, 5.981929301799256, 5.906579116108215, 5.009423927930917]",bitter,EUReCA - dietary eeg
"[0.05778944959166135, 0.043065564587197354, 0.0, 0.07753564526713524, 0.4993997788748256, 1.0, 0.9555062705718027, 0.9976374168036508, 0.9938366671408123, 0.9806021655350428, 0.9988123239385768, 0.9968427425897228, 1323.1447677324768, 65.34985949674349, 33.530088950754205, 20.829304772950714, 16.487566109738278, 13.950188598575002, 10.171400991353071, 10.85510167409806, 5.968245207877883, 6.872650201647932, 7.784286357273102, 3.8324709196210898, 4.566171447589612, 725.7433039473123, 67.47032924398923, 33.43952324194998, 21.9653045499794, 16.44611817279469, 13.129141090161227, 10.509331969485384, 8.95625797195509, 8.092418002446811, 6.777813033941326, 6.201820055567586, 5.788512003365399, 5.06976747777499]",bitter,EUReCA - dietary eeg
"[0.005399153732061721, 0.014799748927436658, 0.0, 0.07545501948253563, 0.4628102132669354, 1.0, 0.9729087662045606, 0.9787444756870086, 0.9962175337054363, 0.9730564873961156, 0.9931974520134008, 0.9987802837239731, 1323.7493511388784, 64.09466533076521, 32.812442347425375, 24.289040580601153, 15.51415996673348, 12.664819508959393, 10.63494463481079, 7.982598989419694, 8.40052234713569, 5.923004848725269, 7.475673072828943, 5.445575854756928, 3.3629666280353367, 725.784277266013, 67.64799626713003, 33.39479531595279, 21.931506977819343, 16.344110268197767, 12.56063971838044, 11.191741123643897, 8.721896687843522, 8.227579962054648, 6.881572691353133, 6.227089350557194, 5.960755241339366, 4.7508182858050905]",bitter,EUReCA - dietary eeg
"[0.019295778320028004, 0.03682703830197174, 0.0, 0.040309430283849736, 0.3334336048972983, 1.0, 0.969394491072589, 0.9887458660331663, 0.9844207405026018, 0.9047596552459819, 0.997178401607672, 0.9980134418735636, 1326.7537996887327, 64.30998614802165, 32.95103114599384, 21.159952246213436, 14.391471328939254, 13.32155887011735, 10.616609458111421, 8.911735207919968, 6.468725299617081, 8.108465753571702, 6.141435042688373, 5.998554481378558, 5.648156997781669, 726.0772249679535, 67.36696971591229, 33.27042069696918, 21.700422683252576, 16.67552341642061, 13.059813842380565, 10.365140256401562, 9.222247999923477, 7.688724782599281, 7.543968927609061, 6.257409966172721, 5.499461683218852, 5.285547410313213]",bitter,EUReCA - dietary eeg
"[0.00858853868420349, 0.07866966816357437, 0.0, 0.06107331204221375, 0.4640896609332296, 1.0, 0.9947999916688121, 0.9882133756779058, 0.9917692780267748, 0.9109971984695546, 0.9973455633438295, 0.994968542693974, 1323.5301894784698, 64.03745188111525, 32.42140061818061, 24.127773360956503, 15.829411635808707, 12.486601556490072, 10.888601225858954, 7.7266921149034165, 9.215998027508627, 7.251139513050608, 4.916908601372568, 4.629552094327074, 4.696589174793058, 725.9628213528656, 67.67947666366652, 33.18628518719984, 22.059537293679362, 15.886653716116093, 13.128899741628112, 10.570826028505778, 9.549557513667558, 7.84462114550854, 6.771900725787617, 6.371739798224894, 5.520640488173388, 5.307099341349584]",bitter,EUReCA - dietary eeg
"[0.035040050128933554, 0.06221194016951237, 0.0, 0.07796321637648727, 0.4627000815790368, 1.0, 0.9688698238410508, 0.9982389855250617, 0.9848303180917444, 0.9247224246153086, 0.9977854123259491, 0.9808875166164611, 1327.1547847612126, 63.67528726789227, 34.33598698725277, 19.465927570401195, 15.387692274498923, 12.61868845609699, 10.86595786822695, 9.12259597859092, 8.683078684511464, 5.3598996534094345, 6.4900921492022405, 5.425553108504285, 7.243361985043951, 725.7315378321159, 67.63121616603007, 33.342188507716806, 21.825022289982464, 16.37475458473007, 12.939025541231697, 10.270828036515063, 9.620945662634986, 7.672916746302064, 7.396235874237581, 5.898532792903209, 5.696919709452851, 5.595023868612963]",bitter,EUReCA - dietary eeg
"[0.041989851146633464, 0.06633319976938008, 0.0, 0.020548437475852305, 0.42846544305128864, 1.0, 0.998892778925167, 0.9957373852051987, 0.9395691183543825, 0.9403560529436947, 0.9946450577380904, 0.9945849469906576, 1324.491512551543, 64.72284167208076, 35.06707777312931, 20.436062037234052, 18.228765700710404, 9.543383997377095, 10.675963345949956, 8.663502724476196, 6.3298375176683095, 7.446394487834099, 6.53359874391554, 5.990100393245778, 4.95099794634123, 726.254522836343, 67.4722138746949, 33.15685130874774, 22.14906324143611, 15.65189994828076, 13.236496172341631, 10.720929020719637, 9.337995137534989, 7.675442966505975, 6.815152789919045, 6.2369505487810555, 5.677587851270789, 5.556320218942241]",bitter,EUReCA - dietary eeg
