features,label,directory
"[0.02398954146939954, 0.09248344569230847, 0.0, 0.05278125170834895, 0.4176096338655313, 1.0, 0.9563192292484839, 0.9973028596542001, 0.9437424795189645, 0.987778920172494, 0.9951483358258114, 0.99996749751798, 1326.3318331538474, 62.940927586600424, 32.854817410824786, 20.79854652807834, 15.189707382486159, 13.813914072638095, 10.413635989330896, 9.34188980450733, 7.754280339293685, 7.682750230883854, 5.957942755176466, 7.768021299667149, 6.622627301577014, 726.0558377586265, 67.51110186096392, 33.35806434380249, 21.896724151217768, 16.68904001672567, 12.789353367719187, 10.296902072409718, 9.341749011566893, 7.809626066146276, 6.920823454769365, 6.441711807387588, 5.556369749116472, 5.400029877514154]",bitter,EUReCA - dietary eeg
"[0.024851802848005686, 0.06105983548100866, 0.0, 0.07209582815307834, 0.4308210067901549, 1.0, 0.9942397764977602, 0.9686820730682302, 0.9823187427315603, 0.9885350055975589, 0.9934803671312388, 0.9942934979399299, 1327.3438534675226, 64.1960994729312, 32.15910558776241, 23.04854695573451, 15.022104370032274, 15.438241382228522, 7.952251729643417, 8.23124703713442, 7.116666656596089, 5.937629573004907, 6.275356286483594, 4.468434478635196, 5.732145056104237, 725.9265366067237, 67.5747093666588, 33.128543739192835, 21.999485220240565, 16.71865670680598, 12.594516211643203, 10.745145353051853, 9.163492790665298, 7.8490222256306446, 6.995783979386862, 6.38793675427409, 5.452287937703181, 5.450145408606028]",bitter,EUReCA - dietary eeg
"[0.003540311521529118, 0.038768162080681436, 0.0, 0.06528207810588979, 0.4193786379030332, 1.0, 0.8519041145044874, 0.9718332117497144, 0.9658511653320638, 0.9888118314741494, 0.9997283646944077, 0.9939719239137421, 1323.70947619763, 64.64177275358398, 32.646270237232685, 21.696390396570656, 16.898924688205632, 13.713132519386647, 10.221750013925222, 9.842149961211955, 9.368982159192765, 5.202551797598714, 6.51836408651009, 5.1296131991448926, 6.419586862228803, 726.4770608598927, 67.14965234146972, 33.27226797721792, 22.230331339497734, 16.144935520609742, 12.668761453570902, 10.590661822241596, 9.46212782947997, 7.953832204913482, 6.8305103631079, 6.561785993393043, 5.2693540536804235, 5.243197471416117]",bitter,EUReCA - dietary eeg
"[0.005474956543450608, 0.040372602357175595, 0.0, 0.03336294392992751, 0.4053882339148941, 1.0, 0.9566537055324429, 0.9939790062031079, 0.9603996601801633, 0.9925122359618497, 0.997841076369522, 0.9983628929772257, 1324.0765694727388, 63.299318877428036, 35.8037132663939, 22.71214504846489, 14.983999735825613, 14.809798693988572, 7.077068207014014, 9.09541418523914, 9.227208385542875, 9.105156198597843, 3.566950624875036, 6.614531055694629, 5.865790658349401, 725.8765149687939, 67.99001426458915, 33.19848936244054, 21.78856360452599, 16.092428403620318, 13.00227988478574, 10.563991559324112, 9.029806909123728, 7.907501756355238, 7.461642422410119, 5.9357462342597564, 5.8527975110762025, 5.009063390443533]",bitter,EUReCA - dietary eeg
"[0.0071862014146393755, 0.04132252886210268, 0.004908490190094874, 0.0, 0.4495507528296598, 1.0, 0.9479875949972696, 0.9865372174459558, 0.9755169287687897, 0.9983285755112208, 0.9893024422079172, 0.9978907538471005, 1325.501261682598, 66.20890326722264, 30.827030315737133, 21.480376213205737, 16.70110816196589, 13.260310108253519, 11.280070564920715, 8.436804414558338, 7.642662071628788, 7.643742687731162, 4.419982093142792, 4.654119371878894, 5.064348793235134, 726.0030354550057, 67.50497895140214, 33.32962882381159, 22.033181175659934, 16.243678709648975, 13.228169212991212, 10.370657119192119, 9.205108320700461, 7.8297025233494, 6.911860111778978, 6.381488124001135, 5.506176996427345, 5.297028722038355]",bitter,EUReCA - dietary eeg
"[0.0, 0.06430715669356675, 0.005380112180758277, 0.03926195575959566, 0.557576759320425, 1.0, 0.9791956130593643, 0.973306772876509, 0.9539658692543201, 0.9853868313884525, 0.9999224564104938, 0.9992320267435306, 1324.2491850149659, 63.20950179262208, 35.08866203348943, 21.66681384730404, 14.997685061960219, 12.623289913775594, 10.62526477021785, 9.4014815412363, 7.864021363037963, 8.3135402290027, 3.9428010649056486, 5.491715050207592, 5.941230770784562, 726.1556425426421, 67.3426042745198, 33.38987054954059, 22.00644992553363, 16.31957390194816, 12.840007741581672, 10.716005830578553, 9.498036523776655, 7.7109710418542665, 7.168972117549343, 5.864111362654638, 5.761209159272886, 4.8186548602928605]",bitter,EUReCA - dietary eeg
"[0.0, 0.02601782256416821, 0.005191660104071877, 0.013415899680812034, 0.5330488407951254, 1.0, 0.9783825651159792, 0.9939694527545615, 0.9246934005079608, 0.9797228921477322, 0.9970282618819263, 0.9874278889146484, 1325.4766192220918, 65.03323932732106, 36.94585846240723, 18.183014276440318, 14.916026719345169, 13.190948163825064, 8.47008072021747, 8.76610057590376, 7.771821817487032, 7.545685543524162, 6.817063213547749, 7.334759067277775, 7.300616736475995, 726.1571526729114, 67.32727889292619, 33.58828049673573, 21.982016988057843, 16.103530673013324, 12.994687808638755, 10.829642312622767, 8.768871529247637, 8.27504645371593, 6.483437483855186, 6.4824044988942395, 5.960557096910565, 4.6918402872532425]",bitter,EUReCA - dietary eeg
"[0.00594569042539146, 0.07779581679335319, 0.0, 0.05001873823655309, 0.5567727711735012, 1.0, 0.9884191973498484, 0.9865022305448818, 0.974242267462479, 0.9288079282254547, 0.9970481296665072, 0.9915860466252215, 1322.3325965729032, 65.59925312415778, 33.04008297008316, 22.21380041220992, 15.348589759627412, 15.503902805770519, 9.747213166918144, 8.669406653803833, 7.2175273960385145, 4.8884695216160745, 9.079858045349948, 5.009132855755625, 4.9110089604644145, 726.5381902607651, 67.37293948396636, 32.93967519717265, 21.934764566292948, 16.43609052666059, 13.171693668414056, 10.303082234691638, 9.402323544137184, 7.653673221679462, 7.147395682321304, 6.287468071974491, 5.645033730503661, 5.506999792658014]",bitter,EUReCA - dietary eeg
"[0.005754069113171242, 0.02436011108188622, 0.0, 0.034625347293276126, 0.5031161857962577, 1.0, 0.9828373967593058, 0.9243643376339783, 0.9301656377337889, 0.9856320128869245, 0.998964819879362, 0.9960738019840212, 1327.138419570553, 64.34897551017158, 33.746394028675944, 20.168569352452394, 15.332663994551902, 13.153894366994294, 10.050054533969547, 7.5907651635983, 7.869390420683222, 6.343925261146687, 6.720421548590092, 4.499404024924243, 5.906033328416973, 725.8815122589347, 68.11293309550432, 32.79097525935038, 22.08015072507102, 16.23587893538285, 13.250045835694227, 10.320121893879673, 9.128279506399952, 7.54074939159347, 7.3188761651102165, 6.238172372449723, 5.87459901075933, 5.0415904076926505]",bitter,EUReCA - dietary eeg
"[0.0615954973862018, 0.09549497141651922, 0.0, 0.028268290241205973, 0.45764875653815795, 1.0, 0.9838309670167964, 0.9021376669587949, 0.9570228836738892, 0.9854802351666412, 0.9811578329095765, 0.9995357112460095, 1324.0639220935145, 66.05497496467922, 33.71936783411128, 22.11877262811604, 13.977920038590398, 13.001451458904683, 8.528851361479617, 9.33020079938987, 8.115301853720887, 6.307681436980051, 9.784553718227796, 3.436382544211387, 4.9178860445391805, 725.8247601107631, 67.67422267577295, 33.27443374203182, 22.019768150825243, 16.514511575694517, 12.719078563238828, 10.759202787024849, 8.958612798549673, 8.12432614688549, 6.910036009068632, 6.3894901744523, 5.636448371005782, 5.009721642445346]",bitter,EUReCA - dietary eeg
"[0.054815054199171626, 0.11357529472189365, 0.0, 0.030244156324642037, 0.3503030764524504, 1.0, 0.8765789611907993, 0.9906026374079477, 0.9908437633093135, 0.9808993074195751, 0.9843447376358982, 0.9944711899824297, 1326.1312896723093, 65.98834998892085, 29.60542580442751, 22.07535327016256, 17.196444730028155, 11.873047975511383, 10.80821313002854, 8.368842075515786, 6.63755548401067, 7.335116350983796, 7.048798060701662, 7.279980846015457, 7.997945805255849, 725.8875097466898, 67.37210500090005, 33.773666671525746, 21.779544014448412, 16.134794847109447, 13.251705991487686, 10.153949567639438, 9.515990281458826, 8.044987299875915, 6.903905579732694, 6.131638322129505, 6.152616141666195, 4.630888787851097]",bitter,EUReCA - dietary eeg
"[0.04780237541991285, 0.09290465351348334, 0.0, 0.040448672287158725, 0.3385643527444592, 1.0, 0.9553311650773191, 0.9832697278679512, 0.9851011809044729, 0.9895896312547035, 0.9969732429607505, 0.9992751981851623, 1326.068957727319, 62.83843393242975, 31.588602981454187, 21.73311070434901, 15.84770045625569, 13.384223941945933, 12.873367825270126, 9.007471403111857, 7.639389468307726, 6.102575150971635, 6.168442191537098, 4.840059707213222, 5.724575328299055, 725.6269931293721, 67.89990899085996, 33.340126581363734, 21.838364705812992, 16.20131347091237, 12.874424854541994, 10.642723044500599, 9.404216449990093, 7.646426490484696, 6.932925787108351, 6.508202531758553, 5.517433977502516, 5.145651731986722]",bitter,EUReCA - dietary eeg
"[0.014938269975614621, 0.0, 0.010385062316797936, 0.07015132454624094, 0.40578519659432677, 1.0, 0.9638451491874735, 0.9784114252802252, 0.9866168907508409, 0.9970606934167302, 0.9984382890131118, 0.9962429343141742, 1325.8763308717218, 62.64103409448737, 32.60258049677429, 21.674583114199997, 17.04144591005683, 11.546385138659897, 10.354218555034297, 10.20093565976617, 7.926247999181414, 9.329054678797318, 5.334470716533143, 5.976867065542109, 7.253634266326817, 726.0766348066963, 67.25431181744004, 33.508971784107636, 21.929396587920458, 16.30455133454955, 13.117571853909148, 10.553018441155578, 9.071478674062831, 8.238228487336457, 6.576663675419173, 6.172492631666197, 5.870395882857693, 5.17417477296634]",bitter,EUReCA - dietary eeg
"[0.0, 0.04230352173381847, 0.005352923805175236, 0.054274432447427155, 0.37870606596591927, 1.0, 0.9943389663055238, 0.9873844816834396, 0.8740978887791288, 0.9877314427531021, 0.9951898307998153, 0.9996673651080286, 1326.101415029262, 64.52514640002491, 33.901174673913374, 22.691622478400028, 15.253565826312276, 12.140901623903657, 9.719228388857303, 10.015416711799308, 7.912888921650794, 6.990514772245993, 7.027864851749535, 4.013910709228297, 6.82271651110379, 726.1030188994405, 67.5018392203549, 33.4360502651559, 21.70912953983734, 16.702891405280166, 12.49540859046664, 10.82490552353582, 9.447055764004713, 7.566328436457155, 6.977336013841009, 6.382230585997922, 5.5691365882183375, 5.182298640791057]",bitter,EUReCA - dietary eeg
"[0.0, 0.056338456992145576, 0.004966776341285331, 0.05813837169876322, 0.3910883864185101, 1.0, 0.9998575417327139, 0.9913289291973801, 0.926088958480744, 0.9930318226889093, 0.9978509273153402, 0.9957205110278613, 1326.4542097133503, 62.63240248172532, 33.52959032288816, 19.573993667252694, 17.237714054791077, 13.823142186927562, 10.485219607290443, 10.442662381940053, 5.941735325996591, 8.384299891189556, 4.6520187722257855, 6.362218161422389, 6.323432393320126, 726.1999933042257, 67.53349813148807, 33.27215238816051, 21.905150921158654, 16.464621305215978, 13.091371837623173, 10.438815042432235, 8.95151279679422, 7.824153845669189, 7.109928555121387, 6.563617335972795, 5.541170859768738, 5.193973283000076]",bitter,EUReCA - dietary eeg
"[0.0, 0.06384008780855155, 0.02509422241101342, 0.03072682843685566, 0.47146705993229093, 1.0, 0.9917193535781839, 0.9532558430473019, 0.9765347632450799, 0.9931402453092919, 0.9946206738240683, 0.9974466959443551, 1324.1056562749604, 65.22855124493671, 33.348417579974246, 21.11549845362906, 16.715224327312523, 12.029585786559545, 10.509002663030937, 9.845892517775718, 5.6051413349069135, 6.048903480517786, 7.093514225310868, 7.87364683622037, 2.941530579628291, 726.0932764711511, 67.38858320843573, 33.63527211522429, 21.788187008580735, 16.485192341898575, 12.532280852699486, 10.648703354599885, 9.710300801705, 7.570915971539192, 6.816023965272821, 6.415351131541571, 5.855071504011891, 4.792550029489318]",bitter,EUReCA - dietary eeg
"[0.05389021149856428, 0.09496845066436047, 0.0, 0.018627054721310835, 0.41312973166919204, 1.0, 0.9493052353591565, 0.962081707811376, 0.9910026292462234, 0.9883536053925087, 0.9976584410250999, 0.9941709548307851, 1324.9404835868572, 64.79490717520048, 33.31549618204073, 21.93668465320636, 17.416866825365094, 10.766119196142064, 12.79574848078339, 9.826952122880316, 5.5879175002872365, 5.423874707759362, 6.830818302534107, 6.127130765087035, 1.5124976535973125, 726.2357771100525, 67.48309887064897, 33.16448459020998, 22.04737274886186, 16.129635311772113, 13.194344737219772, 10.494949465771256, 9.051504855910153, 7.710215157631466, 7.239764941457668, 6.527259320724852, 5.657510711629747, 4.896235502119629]",bitter,EUReCA - dietary eeg
"[0.0, 0.07380606158956868, 0.003682690217676257, 0.08079076857610942, 0.4738392967487585, 1.0, 0.963535144964023, 0.9912355171891738, 0.9571644336245968, 0.9401753013026608, 0.9894771780783616, 0.9960077404825489, 1328.3810194606415, 63.40421406786375, 33.96518770488619, 21.406532965341277, 16.292745012096205, 12.75717394397391, 10.918824176142765, 7.5431110411795625, 6.359019114851498, 6.839313233820124, 6.834914555620596, 4.620870066437702, 6.563953423153423, 725.9756736831541, 67.65878762939226, 33.131976997508765, 22.087268064770555, 16.000198978368516, 13.084967613843073, 10.570225736951386, 8.944774410033657, 8.519314061141287, 6.611546696118556, 6.735386622196072, 5.7194308022212965, 4.784944255509956]",bitter,EUReCA - dietary eeg
"[0.05083191175616064, 0.07493261362930982, 0.0, 0.09767229625361647, 0.5532648291805959, 1.0, 0.9848161335488351, 0.9996051786650221, 0.9955738501742717, 0.988806391883016, 0.9966332285722799, 0.9982297228466469, 1328.798499164189, 63.45505017490419, 35.91662791564502, 21.065389700642115, 13.66548306577074, 10.99570467931607, 10.66530310819562, 7.4811263314110885, 6.677704024964268, 7.781092627578055, 6.2802974691643305, 4.936524910157383, 5.924177205161773, 726.058747735905, 67.66309543202495, 32.827197300747486, 22.340452879730975, 16.281198955759905, 12.74722203202721, 11.131100196135325, 8.548539569786286, 8.254305884579452, 6.661915324154789, 6.672271864249767, 5.6938786967956965, 4.903409283830619]",bitter,EUReCA - dietary eeg
"[0.03830828630852305, 0.10076896794224238, 0.0, 0.10989111521842078, 0.5370583156335716, 1.0, 0.9928229076866039, 0.9905840715515163, 0.9852907864140844, 0.9873809791655884, 0.9983354690198513, 0.9977478104471297, 1324.941244650122, 65.3119014795498, 34.45698592247062, 21.782507069166037, 16.819069907451414, 10.724497346528413, 9.922327567619492, 9.720887041062563, 4.5691305719521065, 7.01410540761206, 6.064500744339403, 5.221506611854723, 5.77963189190281, 726.1282439415716, 67.51517506597015, 33.381497881359, 21.85181466479213, 16.090088514296603, 12.980153146879589, 10.536084348515896, 9.328651388129508, 7.750530357608203, 7.565778310323276, 5.9323956632325405, 5.886803085006514, 4.97441197086035]",bitter,EUReCA - dietary eeg
"[0.013700485030503853, 0.10439973041270473, 0.0, 0.06536148150326106, 0.41072004783613714, 1.0, 0.984864235085819, 0.9963385527080613, 0.9268966207111132, 0.9996922946277237, 0.9989733058861702, 0.9946622306504403, 1328.1228720616925, 66.31577793382561, 31.57626272803536, 23.153947837185946, 12.927977866857328, 13.576035643622157, 10.52538945356623, 11.130946325226187, 5.049238710220644, 7.6779444021345995, 3.241808384355094, 5.798156948281683, 4.613626019119801, 726.103688806433, 67.3736679256795, 33.27763148845912, 21.835525452473508, 16.455172880790478, 12.711713528209998, 11.180584206775942, 8.904486728547216, 7.663845324910113, 7.07363159394882, 6.419637607146947, 5.54403625719773, 5.188095173856491]",bitter,EUReCA - dietary eeg
"[0.0, 0.05340749534535327, 0.03875801107659334, 0.10012563877772912, 0.40408434597469106, 1.0, 0.9747553691612327, 0.9640361501106033, 0.9694802953569299, 0.9969869572494671, 0.9982271402044604, 0.9923085531358726, 1325.9219174201205, 64.91642261368037, 33.801871457447476, 21.103340926981218, 16.336749327961677, 13.581384385906503, 10.973240501241445, 5.902821578988361, 7.874907877411157, 6.986030494680991, 4.195809868941632, 6.378944115255305, 5.263704256451273, 725.9527806272164, 67.75337522965494, 33.08247881286968, 22.085924665044594, 16.098519306199773, 13.169671980178778, 10.788736582502446, 8.76246509016535, 8.033951182462893, 6.797501577662938, 6.4606944749672435, 5.320349307694606, 5.658840110854001]",bitter,EUReCA - dietary eeg
"[0.0, 0.08413247166050503, 0.03664981875907474, 0.09667850519094354, 0.553115958375235, 1.0, 0.9800064579253843, 0.9915317718758564, 0.995615693267336, 0.9962633335586468, 0.9933713204368156, 0.9942756729595602, 1327.4963174058812, 66.6976906517767, 30.8991705226248, 21.569283677618643, 14.713540865339827, 12.403007737905163, 9.883891132764697, 8.908490250926297, 6.851743131452476, 9.382196746045507, 3.4924364962567354, 7.447106309479846, 5.1198187665147366, 726.2031243496964, 67.59520439446155, 33.1639692710288, 21.87800171804753, 16.363750282825112, 12.770128948647876, 10.723626409943082, 9.173957862439435, 8.071629272778708, 7.210834565138557, 5.673945482453501, 6.002767919809291, 5.007063605448435]",bitter,EUReCA - dietary eeg
"[0.032040757921195075, 0.0695902900690381, 0.0, 0.05704621261430983, 0.544472307612913, 1.0, 0.9666569973315594, 0.9707790274715191, 0.9765580467639206, 0.9843295958078396, 0.997451995430346, 0.9964364969198442, 1323.5369048162513, 64.74176927020068, 36.145305662911, 19.1541044601319, 16.558248815360844, 11.862308244314093, 11.601329907473964, 10.734305793435231, 7.413854361563644, 4.4350349477824675, 5.363510648599789, 6.001405347305898, 6.643949530808064, 726.0647185233864, 67.53236585700135, 33.4880619129996, 21.57975445691962, 16.380759847986276, 12.826875889905306, 11.068982834659455, 8.727036068115277, 8.08648129809277, 6.931692522099449, 6.388355409731362, 5.794689469155467, 4.726929619700364]",bitter,EUReCA - dietary eeg
"[0.01939028507663876, 0.041267071903678856, 0.0, 0.04657126905821811, 0.5205008937952981, 1.0, 0.9913267800608738, 0.8855049541827761, 0.9892667096975116, 0.8642972120174672, 0.9996361268143981, 0.9980295213131092, 1328.469550485295, 64.73735148622436, 30.28255937093379, 22.312473177382742, 17.716432234677036, 13.29945961912128, 9.088002550579091, 8.013174897370613, 8.19646022372346, 7.002016821889097, 6.004499862536395, 6.091079444711114, 3.915841693935465, 725.9048046382915, 67.68698619485818, 33.099063268904075, 22.356023910754104, 16.07535716620346, 12.748033148282467, 10.777086787662064, 8.92132295685628, 8.086201145351172, 7.001081401781917, 6.092226715912842, 5.841500738466068, 5.151598327169777]",bitter,EUReCA - dietary eeg
"[0.0, 0.01195539063567758, 0.004592317245936564, 0.11653637142125911, 0.6349024323298567, 1.0, 0.9722511596418062, 0.9978094253892992, 0.9981369976889967, 0.9866031442226791, 0.9986342646052738, 0.9968819481881904, 1322.3311340203572, 65.81552897403043, 34.01110776416608, 20.913470646436075, 16.016621570348576, 13.16897988440874, 11.637049796490722, 9.884638384570039, 6.790397075093839, 3.4648356112147902, 5.61673924724788, 6.428428212491639, 5.82761791973261, 725.9463119539174, 67.71129684878179, 33.00493786823648, 22.36617546326338, 16.042715928186908, 13.050091192611278, 10.391302052052996, 9.100478825619897, 8.073853717097808, 6.937447592050016, 6.458829216592621, 5.49129497779532, 5.205180179824269]",bitter,EUReCA - dietary eeg
"[0.010881079746968737, 0.013268395381574743, 0.0, 0.17422396579483237, 0.4557948958410877, 1.0, 0.9729572596241727, 0.9540965280088141, 0.9759446572655812, 0.9843732821750844, 0.9980793110998639, 0.9925505100158641, 1326.1442604836657, 62.63228476942153, 33.91953544640003, 22.24020806599671, 15.55363020674908, 13.27975232693659, 10.381035213873623, 7.814027288610781, 11.916781876177598, 5.312248850611066, 5.498504855843738, 3.011418501713712, 4.869477408524359, 726.1027082482223, 67.30640026022333, 33.462825047373215, 21.733029804839052, 16.599127451848673, 12.763126150749764, 10.532134184557748, 9.291011024669016, 7.70652751246385, 7.528196054586013, 5.837039769998409, 5.657098647922468, 5.249987541077601]",bitter,EUReCA - dietary eeg
"[0.0, 0.05261457205776382, 0.00957676483545412, 0.13699196740394134, 0.5008265568757662, 1.0, 0.962757064056627, 0.952190177091977, 0.9804949465675781, 0.9829141715837746, 0.9996191828644555, 0.9995963186688884, 1327.7190697174979, 68.40778795186219, 27.47028958950036, 20.946689056287834, 15.384827808505632, 12.403503739279191, 11.071023737785463, 9.138778410241322, 7.507406386629002, 6.451168948098959, 7.246280493382651, 4.004662492276347, 5.328990481145924, 726.2332947866876, 67.32298780011627, 33.23436569570962, 22.032403812297105, 16.319843495633002, 13.009840151055997, 10.782712033871732, 8.774017470945404, 7.845632736072162, 7.161189883690788, 6.693681752967727, 5.18983581530032, 5.441140543264526]",bitter,EUReCA - dietary eeg
"[0.019716855061822008, 0.043905912264560025, 0.0, 0.02945680108618913, 0.5251535624887068, 1.0, 0.9265296534561293, 0.9400002187834909, 0.9660658396316194, 0.9829892760533696, 0.9955395493023761, 0.9998688854539899, 1324.5306785398434, 64.59820766179435, 34.08490565980349, 21.8905498383956, 16.82341207414861, 12.408594172351693, 7.597598322088082, 9.678962088526951, 7.448639978521001, 7.588134015342083, 6.351344322803632, 7.099856389036805, 6.6067146090320445, 726.3692340162561, 67.43824101441739, 32.94518954938262, 21.992968187554805, 16.371238140682, 13.096041331197501, 10.386921368259056, 8.967782063833614, 8.231602150852169, 7.098354364757663, 6.176262280190757, 5.5109956910112645, 5.207336687950751]",bitter,EUReCA - dietary eeg
"[0.020582338706700634, 0.0842203985091337, 0.0, 0.023600389031942944, 0.5405652833378821, 1.0, 0.9915160686816854, 0.9828871870433442, 0.9037640899095507, 0.9599239944154047, 0.9955224344202687, 0.99784669459265, 1329.0896890762283, 63.58960946588154, 33.3862712686764, 19.406588050530512, 16.192134266212634, 12.082945399077946, 9.546687638208782, 8.834385722337416, 7.673765852528031, 7.2347201148556115, 6.3556397890511676, 6.441723622727624, 6.6398888872429325, 726.0042839048831, 67.92909258506765, 32.61549400887409, 22.26329436569342, 16.446860172740777, 12.78855299293644, 10.62953063599446, 9.3536505081548, 7.605514867659583, 6.950633105473377, 6.746147580044035, 5.046702124763034, 5.467617599758494]",bitter,EUReCA - dietary eeg
"[0.033908879334805714, 0.12453653993626823, 0.0, 0.08410804651371823, 0.5902643928260113, 1.0, 0.9959946880099427, 0.9927421179578675, 0.9522010711932269, 0.9942695554051856, 0.9950953047985942, 0.9971655851189414, 1325.3204409806142, 63.949707214679506, 35.00249182942022, 20.96777357275416, 17.87445414103866, 10.498443758752185, 10.398709856929571, 8.788143127334987, 7.962950081757495, 5.507337352905836, 6.409438189390523, 7.106096866164619, 3.7248825129004883, 726.0567867262282, 67.54487069435427, 33.29408872752468, 22.260519999426023, 16.014305344202626, 13.156478578328908, 10.754401535467563, 8.529589744101784, 8.184333292284702, 7.236432143407509, 6.2435538676859235, 5.33063650106816, 5.4674785254177305]",bitter,EUReCA - dietary eeg
"[0.02209813078668597, 0.09919467342393394, 0.0, 0.06024177013772877, 0.5558914117560073, 1.0, 0.893048760605628, 0.9971038352613492, 0.9703610013879371, 0.9704236650836698, 0.9969264224645737, 0.9963184279658117, 1327.1782092051153, 67.02193149141132, 31.40664426355722, 20.403205184521234, 14.98437411755702, 11.744792051695535, 10.596575801145324, 9.70498401763912, 6.642009150588926, 7.517788440040925, 5.153423806570376, 6.993567411714858, 6.455222437378282, 726.0219956552903, 67.6792505639412, 33.55074799315067, 21.585617429332963, 16.413706815990345, 13.054661538929395, 10.36580519982892, 8.9744183042463, 8.181479977971229, 6.894662899655037, 6.278518864087511, 5.454989482147611, 5.611030114082553]",bitter,EUReCA - dietary eeg
"[0.0728148788559372, 0.09595226599818699, 0.0, 0.0749392477608512, 0.5914372253739243, 1.0, 0.9731239126088094, 0.960556971890415, 0.9857822112583362, 0.9372409630912646, 0.994569628943395, 0.9995248385360291, 1325.3235078679807, 68.09370501661775, 31.246093737648298, 20.571717516274823, 15.923855073674781, 13.170135769740925, 10.895227278599801, 8.95073343498758, 9.058234313596547, 3.173167176993318, 6.585795854573481, 4.585437649604414, 4.758604358457079, 726.1039337845539, 67.49737515846039, 33.550787074742146, 21.89354817271347, 16.141825466119997, 12.859497023125025, 10.467748001385594, 9.30185791493287, 8.08623146555099, 6.9870324822497984, 6.046281914262561, 5.811290957239417, 5.122186578452773]",bitter,EUReCA - dietary eeg
"[0.04650878899395521, 0.03721367218201671, 0.0, 0.08357895398427302, 0.6411058452663727, 1.0, 0.921347875055513, 0.989297184179785, 0.9995637690009409, 0.9689345712716568, 0.9924632913287738, 0.9978496537994476, 1328.5590918346081, 63.969175140299484, 32.45699643385089, 20.296841097185712, 15.023472683114715, 11.749308761000036, 11.58413161691253, 9.046547821207255, 7.677501418615325, 6.091694452797315, 6.147035910177706, 6.647769299256067, 4.945375640131148, 726.5191986689265, 67.04668274080205, 33.678683059478075, 21.57408319957517, 16.49735379823162, 12.987336253421798, 10.607562816859819, 9.424613735059957, 7.615758271321353, 6.648585943508891, 6.449458120678224, 5.552232188473446, 5.627690633931405]",bitter,EUReCA - dietary eeg
"[0.0, 0.029450120301570116, 0.009070223497556696, 0.07791853378433732, 0.532094134365394, 1.0, 0.8805466931374217, 0.9828932785072106, 0.9337730163679424, 0.9691209507396761, 0.9930299733542638, 0.9985422891829714, 1326.805796127184, 62.9703929534365, 32.356589827987584, 21.981279503979174, 15.194832016022694, 12.630137743935595, 10.545889343786955, 9.003045301419782, 8.882896867262081, 6.6934757871332575, 7.701885636935862, 8.05095251338922, 3.338453491876972, 726.1646158784052, 67.4163812400995, 33.721088554534276, 21.45528330732173, 16.08188901549908, 13.352622295100575, 10.531998862222853, 8.988846539856326, 8.152209001111128, 6.888034252308874, 6.399064892497, 5.357863176734812, 5.458909116146302]",bitter,EUReCA - dietary eeg
"[0.031154940297324348, 0.06102299881768575, 0.0, 0.1160529151455305, 0.5066190127397928, 1.0, 0.99996491632511, 0.964050467060214, 0.8905595770814965, 0.9630132811035254, 0.9984679741678291, 0.997939136139096, 1326.942101821438, 65.08628288509469, 32.37914207472625, 19.553923834320614, 15.547165392014632, 13.028128541350004, 9.82064289741881, 8.982098000798889, 9.108243827289096, 6.6074826615610505, 5.83231079440536, 6.105526372874669, 5.924993999252996, 725.8541631797036, 67.669136879039, 33.403532682477916, 21.7897609526947, 16.46574306801925, 13.250095991976007, 10.061138026287855, 9.106874580344897, 7.865807691776672, 7.152178305364354, 6.276561849532607, 5.756989361963772, 5.149004121901799]",bitter,EUReCA - dietary eeg
"[0.04691625526533208, 0.04754182437348554, 0.0, 0.10567651736612413, 0.555929874509206, 1.0, 0.9761278998415304, 0.9532794121994305, 0.9502840113258088, 0.9386751699068, 0.9998188021982423, 0.9939813981920176, 1327.9065261601636, 64.27839621781223, 32.861943933797235, 23.301823565459777, 13.855791323511042, 11.77071842443653, 9.422986963546713, 9.090619259565154, 9.553031578648605, 6.226930209417565, 6.094663670203019, 6.084049458770794, 4.760177358571321, 726.3016843493427, 67.12395408098158, 33.40989773785863, 22.129989892571196, 15.995971183259186, 13.049434136523438, 10.689651040117507, 9.038477795003896, 8.008808500710897, 7.133920299900137, 6.003092421410869, 6.347766831736282, 4.760096717075298]",bitter,EUReCA - dietary eeg
"[0.030065865058860875, 0.0017965477938163795, 0.0, 0.03789824132978464, 0.48261646462084834, 1.0, 0.9939099127855369, 0.9992766558548571, 0.941526343714583, 0.9746304572663138, 0.9998924120270615, 0.9944625138273078, 1324.926280401393, 64.83751195731566, 34.3644108750896, 23.140199847254905, 14.2300146676535, 13.000780989918415, 11.843567549176903, 6.688856251737814, 5.731868324386204, 6.711513925772181, 6.538000681425098, 5.617059022720444, 5.66013846199087, 726.1129765391413, 67.54773604982219, 33.197843151492584, 21.86296920113912, 16.5530577472026, 13.036264958607617, 10.311016069564989, 9.07720536857543, 8.163024488972672, 6.765722683310145, 6.595593427881893, 5.3960014233173315, 5.007880323400352]",bitter,EUReCA - dietary eeg
