Time:250Hz,Epoch,FP1,FP2,Event Id,Event Date,Event Duration
11.3639999817,88,21575.0000000000,-596.0000000000,,,
11.3679999816,88,21000.0000000000,-595.0000000000,,,
11.3719999816,88,23510.0000000000,-592.0000000000,,,
11.3759999818,88,20791.0000000000,-594.0000000000,,,
11.3799999817,88,19708.0000000000,-591.0000000000,,,
11.3839999817,88,20252.0000000000,-598.0000000000,,,
11.3879999816,88,21225.0000000000,-594.0000000000,,,
11.3919999816,89,18539.0000000000,-592.0000000000,,,
11.3959999816,89,18937.0000000000,-595.0000000000,,,
11.3999999815,89,18946.0000000000,-594.0000000000,,,
11.4039999815,89,19287.0000000000,-592.0000000000,,,
11.4079999814,89,18442.0000000000,-593.0000000000,,,
11.4119999814,89,18971.0000000000,-593.0000000000,,,
11.4159999816,89,18873.0000000000,-590.0000000000,,,
11.4199999815,89,19856.0000000000,-595.0000000000,,,
11.4239999815,89,21483.0000000000,-594.0000000000,,,
11.4279999814,89,16373.0000000000,-598.0000000000,,,
11.4319999814,89,17806.0000000000,-591.0000000000,,,
11.4359999816,89,17825.0000000000,-594.0000000000,,,
11.4399999816,89,18337.0000000000,-591.0000000000,,,
11.4439999815,89,17900.0000000000,-596.0000000000,,,
11.4479999815,89,17787.0000000000,-597.0000000000,,,
11.4519999814,89,17870.0000000000,-591.0000000000,,,
11.4559999814,89,17227.0000000000,-593.0000000000,,,
11.4599999816,89,19397.0000000000,-591.0000000000,,,
11.4639999815,89,17381.0000000000,-591.0000000000,,,
11.4679999815,89,19304.0000000000,-594.0000000000,,,
11.4719999814,89,20103.0000000000,-596.0000000000,,,
11.4759999814,89,17301.0000000000,-591.0000000000,,,
11.4799999816,89,18440.0000000000,-591.0000000000,,,
11.4839999815,89,16774.0000000000,-593.0000000000,,,
11.4879999815,89,17335.0000000000,-588.0000000000,,,
11.4919999815,89,15298.0000000000,-592.0000000000,,,
11.4959999814,89,15813.0000000000,-594.0000000000,,,
11.4999999814,89,13753.0000000000,-592.0000000000,,,
11.5039999816,89,14727.0000000000,-593.0000000000,,,
11.5079999815,89,16355.0000000000,-594.0000000000,,,
11.5119999815,89,16074.0000000000,-592.0000000000,,,
11.5159999814,89,16560.0000000000,-592.0000000000,,,
11.5199999814,90,14666.0000000000,-592.0000000000,,,
11.5239999813,90,14475.0000000000,-595.0000000000,,,
11.5279999813,90,16058.0000000000,-592.0000000000,,,
11.5319999813,90,15784.0000000000,-597.0000000000,,,
11.5359999812,90,15867.0000000000,-593.0000000000,,,
11.5399999812,90,14856.0000000000,-596.0000000000,,,
11.5439999814,90,17310.0000000000,-594.0000000000,,,
11.5479999813,90,15030.0000000000,-595.0000000000,,,
11.5519999813,90,16002.0000000000,-595.0000000000,,,
11.5559999812,90,13348.0000000000,-594.0000000000,,,
11.5599999812,90,19375.0000000000,-594.0000000000,,,
11.5639999814,90,16382.0000000000,-591.0000000000,,,
11.5679999813,90,17568.0000000000,-595.0000000000,,,
11.5719999813,90,14557.0000000000,-596.0000000000,,,
11.5759999813,90,19258.0000000000,-594.0000000000,,,
11.5799999812,90,14517.0000000000,-593.0000000000,,,
11.5839999812,90,15164.0000000000,-589.0000000000,,,
11.5879999814,90,13644.0000000000,-594.0000000000,,,
11.5919999813,90,12498.0000000000,-592.0000000000,,,
11.5959999813,90,13255.0000000000,-593.0000000000,,,
11.5999999812,90,13800.0000000000,-594.0000000000,,,
11.6039999812,90,14923.0000000000,-595.0000000000,,,
11.6079999814,90,12662.0000000000,-592.0000000000,,,
11.6119999813,90,13966.0000000000,-594.0000000000,,,
11.6159999813,90,14403.0000000000,-594.0000000000,,,
11.6199999813,90,13796.0000000000,-594.0000000000,,,
11.6239999812,90,12790.0000000000,-597.0000000000,,,
11.6279999812,90,13415.0000000000,-595.0000000000,,,
11.6319999814,90,13731.0000000000,-596.0000000000,,,
11.6359999813,90,13475.0000000000,-592.0000000000,,,
11.6399999813,90,15122.0000000000,-590.0000000000,,,
11.6439999812,90,14391.0000000000,-593.0000000000,,,
11.6479999812,91,12611.0000000000,-594.0000000000,,,
11.6519999811,91,15744.0000000000,-597.0000000000,,,
11.6559999811,91,15478.0000000000,-593.0000000000,,,
11.6599999811,91,15346.0000000000,-593.0000000000,,,
11.6639999810,91,13091.0000000000,-591.0000000000,,,
11.6679999810,91,12589.0000000000,-594.0000000000,,,
11.6719999812,91,14068.0000000000,-597.0000000000,,,
11.6759999811,91,12540.0000000000,-595.0000000000,,,
11.6799999811,91,12877.0000000000,-595.0000000000,,,
11.6839999810,91,13176.0000000000,-596.0000000000,,,
11.6879999810,91,14113.0000000000,-591.0000000000,,,
11.6919999812,91,12703.0000000000,-592.0000000000,,,
11.6959999811,91,14281.0000000000,-594.0000000000,,,
11.6999999811,91,14314.0000000000,-593.0000000000,,,
11.7039999811,91,9332.0000000000,-595.0000000000,,,
11.7079999810,91,11900.0000000000,-592.0000000000,,,
11.7119999810,91,10016.0000000000,-591.0000000000,,,
11.7159999812,91,10496.0000000000,-593.0000000000,,,
11.7199999811,91,12496.0000000000,-596.0000000000,,,
11.7239999811,91,12279.0000000000,-594.0000000000,,,
11.7279999810,91,12254.0000000000,-594.0000000000,,,
11.7319999810,91,12700.0000000000,-592.0000000000,,,
11.7359999812,91,10919.0000000000,-591.0000000000,,,
11.7399999811,91,11918.0000000000,-593.0000000000,,,
11.7439999811,91,11858.0000000000,-594.0000000000,,,
11.7479999810,91,10835.0000000000,-593.0000000000,,,
11.7519999810,91,10770.0000000000,-595.0000000000,,,
11.7559999810,91,11514.0000000000,-593.0000000000,,,
11.7599999812,91,12969.0000000000,-595.0000000000,,,
11.7639999811,91,11017.0000000000,-595.0000000000,,,
11.7679999811,91,11815.0000000000,-594.0000000000,,,
11.7719999810,91,13573.0000000000,-597.0000000000,,,
11.7759999810,92,12079.0000000000,-594.0000000000,,,
11.7799999809,92,9797.0000000000,-593.0000000000,,,
11.7839999809,92,8456.0000000000,-596.0000000000,,,
11.7879999809,92,8569.0000000000,-594.0000000000,,,
11.7919999808,92,10395.0000000000,-593.0000000000,,,
11.7959999808,92,9328.0000000000,-592.0000000000,,,
11.7999999810,92,10062.0000000000,-591.0000000000,,,
11.8039999809,92,9181.0000000000,-591.0000000000,,,
11.8079999809,92,8754.0000000000,-597.0000000000,,,
11.8119999808,92,8503.0000000000,-594.0000000000,,,
11.8159999808,92,8092.0000000000,-591.0000000000,,,
11.8199999810,92,9929.0000000000,-593.0000000000,,,
11.8239999809,92,9268.0000000000,-593.0000000000,,,
11.8279999809,92,9099.0000000000,-593.0000000000,,,
11.8319999808,92,8864.0000000000,-598.0000000000,,,
11.8359999808,92,7216.0000000000,-593.0000000000,,,
11.8399999808,92,4028.0000000000,-597.0000000000,,,
11.8439999809,92,7210.0000000000,-593.0000000000,,,
11.8479999809,92,8321.0000000000,-592.0000000000,,,
11.8519999809,92,7786.0000000000,-595.0000000000,,,
11.8559999808,92,8841.0000000000,-598.0000000000,,,
11.8599999808,92,4927.0000000000,-594.0000000000,,,
11.8639999810,92,6836.0000000000,-592.0000000000,,,
11.8679999809,92,7153.0000000000,-595.0000000000,,,
11.8719999809,92,6093.0000000000,-592.0000000000,,,
11.8759999808,92,7356.0000000000,-595.0000000000,,,
11.8799999808,92,6238.0000000000,-591.0000000000,,,
11.8839999808,92,6598.0000000000,-595.0000000000,,,
11.8879999809,92,6722.0000000000,-591.0000000000,,,
11.8919999809,92,6426.0000000000,-593.0000000000,,,
11.8959999809,92,7530.0000000000,-595.0000000000,,,
11.8999999808,92,6552.0000000000,-597.0000000000,,,
11.9039999808,93,4459.0000000000,-595.0000000000,,,
11.9079999807,93,7077.0000000000,-591.0000000000,,,
11.9119999807,93,5469.0000000000,-591.0000000000,,,
11.9159999806,93,4658.0000000000,-594.0000000000,,,
11.9199999806,93,6502.0000000000,-593.0000000000,,,
11.9239999806,93,3944.0000000000,-593.0000000000,,,
11.9279999807,93,6196.0000000000,-591.0000000000,,,
11.9319999807,93,3451.0000000000,-595.0000000000,,,
11.9359999807,93,2166.0000000000,-598.0000000000,,,
11.9399999806,93,4359.0000000000,-591.0000000000,,,
11.9439999806,93,5589.0000000000,-593.0000000000,,,
11.9479999808,93,5310.0000000000,-596.0000000000,,,
11.9519999807,93,1374.0000000000,-591.0000000000,,,
11.9559999807,93,784.0000000000,-594.0000000000,,,
11.9599999806,93,-1998.0000000000,-588.0000000000,,,
11.9639999806,93,2132.0000000000,-596.0000000000,,,
11.9679999806,93,-943.0000000000,-597.0000000000,,,
11.9719999807,93,-1798.0000000000,-591.0000000000,,,
11.9759999807,93,-98.0000000000,-591.0000000000,,,
11.9799999807,93,-791.0000000000,-590.0000000000,,,
11.9839999806,93,-947.0000000000,-593.0000000000,,,
11.9879999806,93,-2023.0000000000,-593.0000000000,,,
11.9919999808,93,-1229.0000000000,-592.0000000000,,,
11.9959999807,93,-3259.0000000000,-595.0000000000,,,
11.9999999807,93,-3731.0000000000,-593.0000000000,,,
12.0039999806,93,-3092.0000000000,-597.0000000000,,,
12.0079999806,93,-1933.0000000000,-594.0000000000,,,
12.0119999805,93,-1500.0000000000,-597.0000000000,,,
12.0159999807,93,-1734.0000000000,-592.0000000000,,,
12.0199999807,93,-609.0000000000,-594.0000000000,,,
12.0239999807,93,-1220.0000000000,-591.0000000000,,,
12.0279999806,93,-2830.0000000000,-594.0000000000,,,
12.0319999806,94,-3157.0000000000,-594.0000000000,,,
12.0359999805,94,-3380.0000000000,-593.0000000000,,,
12.0399999805,94,-151.0000000000,-595.0000000000,,,
12.0439999804,94,-3434.0000000000,-592.0000000000,,,
12.0479999804,94,-5245.0000000000,-593.0000000000,,,
12.0519999804,94,-1890.0000000000,-594.0000000000,,,
12.0559999805,94,-2271.0000000000,-593.0000000000,,,
12.0599999805,94,-4898.0000000000,-595.0000000000,,,
12.0639999805,94,-3464.0000000000,-591.0000000000,,,
12.0679999804,94,-2286.0000000000,-594.0000000000,,,
12.0719999804,94,-1865.0000000000,-593.0000000000,,,
12.0759999806,94,-2786.0000000000,-595.0000000000,,,
12.0799999805,94,-4185.0000000000,-595.0000000000,,,
12.0839999805,94,-3655.0000000000,-592.0000000000,,,
12.0879999804,94,-1507.0000000000,-594.0000000000,,,
12.0919999804,94,-1769.0000000000,-592.0000000000,,,
12.0959999803,94,-3520.0000000000,-591.0000000000,,,
12.0999999805,94,-3839.0000000000,-594.0000000000,,,
12.1039999805,94,-4744.0000000000,-593.0000000000,,,
12.1079999804,94,-3559.0000000000,-591.0000000000,,,
12.1119999804,94,-3917.0000000000,-597.0000000000,,,
12.1159999804,94,-3806.0000000000,-595.0000000000,,,
12.1199999806,94,-4796.0000000000,-591.0000000000,,,
12.1239999805,94,-3935.0000000000,-594.0000000000,,,
12.1279999805,94,-4415.0000000000,-595.0000000000,,,
12.1319999804,94,-3889.0000000000,-593.0000000000,,,
12.1359999804,94,-4654.0000000000,-597.0000000000,,,
12.1399999803,94,-8189.0000000000,-595.0000000000,,,
12.1439999805,94,-5233.0000000000,-596.0000000000,,,
12.1479999805,94,-6237.0000000000,-592.0000000000,,,
12.1519999804,94,-6344.0000000000,-593.0000000000,,,
12.1559999804,94,-5711.0000000000,-591.0000000000,,,
12.1599999804,95,-7924.0000000000,-592.0000000000,,,
12.1639999803,95,-6835.0000000000,-597.0000000000,,,
12.1679999803,95,-8323.0000000000,-595.0000000000,,,
12.1719999802,95,-9201.0000000000,-592.0000000000,,,
12.1759999802,95,-7207.0000000000,-593.0000000000,,,
12.1799999801,95,-9565.0000000000,-593.0000000000,,,
12.1839999803,95,-6923.0000000000,-593.0000000000,,,
12.1879999803,95,-7921.0000000000,-592.0000000000,,,
12.1919999802,95,-8000.0000000000,-593.0000000000,,,
12.1959999802,95,-9567.0000000000,-595.0000000000,,,
12.1999999802,95,-8725.0000000000,-594.0000000000,,,
12.2039999804,95,-7948.0000000000,-597.0000000000,,,
12.2079999803,95,-12088.0000000000,-591.0000000000,,,
12.2119999803,95,-9576.0000000000,-593.0000000000,,,
12.2159999802,95,-13452.0000000000,-595.0000000000,,,
12.2199999802,95,-13539.0000000000,-592.0000000000,,,
12.2239999801,95,-12602.0000000000,-595.0000000000,,,
12.2279999803,95,-14219.0000000000,-590.0000000000,,,
12.2319999803,95,-15700.0000000000,-592.0000000000,,,
12.2359999802,95,-17607.0000000000,-593.0000000000,,,
12.2399999802,95,-18286.0000000000,-596.0000000000,,,
12.2439999802,95,-20624.0000000000,-592.0000000000,,,
12.2479999803,95,-21995.0000000000,-597.0000000000,,,
12.2519999803,95,-24331.0000000000,-594.0000000000,,,
12.2559999803,95,-25585.0000000000,-596.0000000000,,,
12.2599999802,95,-31199.0000000000,-595.0000000000,,,
12.2639999802,95,-34478.0000000000,-595.0000000000,,,
12.2679999801,95,-38511.0000000000,-597.0000000000,,,
12.2719999803,95,-42998.0000000000,-594.0000000000,,,
12.2759999803,95,-49449.0000000000,-592.0000000000,,,
12.2799999802,95,-55363.0000000000,-596.0000000000,,,
12.2839999802,95,-58784.0000000000,-593.0000000000,,,
12.2879999802,96,-61162.0000000000,-594.0000000000,,,
12.2919999801,96,-65046.0000000000,-590.0000000000,,,
12.2959999801,96,-65947.0000000000,-598.0000000000,,,
12.2999999800,96,-68392.0000000000,-590.0000000000,,,
12.3039999800,96,-69232.0000000000,-593.0000000000,,,
12.3079999799,96,-70035.0000000000,-593.0000000000,,,
12.3119999801,96,-71975.0000000000,-592.0000000000,,,
12.3159999801,96,-71200.0000000000,-591.0000000000,,,
12.3199999800,96,-73310.0000000000,-594.0000000000,,,
12.3239999800,96,-73442.0000000000,-597.0000000000,,,
12.3279999800,96,-74499.0000000000,-592.0000000000,,,
12.3319999801,96,-75667.0000000000,-592.0000000000,,,
12.3359999801,96,-75553.0000000000,-594.0000000000,,,
12.3399999801,96,-78407.0000000000,-594.0000000000,,,
12.3439999800,96,-77248.0000000000,-594.0000000000,,,
12.3479999800,96,-79109.0000000000,-596.0000000000,,,
12.3519999799,96,-79989.0000000000,-592.0000000000,,,
12.3559999801,96,-80505.0000000000,-590.0000000000,,,
12.3599999801,96,-80806.0000000000,-594.0000000000,,,
12.3639999800,96,-80465.0000000000,-595.0000000000,,,
12.3679999800,96,-80136.0000000000,-594.0000000000,,,
12.3719999800,96,-78316.0000000000,-593.0000000000,,,
12.3759999801,96,-80017.0000000000,-593.0000000000,,,
12.3799999801,96,-80349.0000000000,-591.0000000000,,,
12.3839999801,96,-80811.0000000000,-594.0000000000,,,
12.3879999800,96,-82931.0000000000,-596.0000000000,,,
12.3919999800,96,-80354.0000000000,-588.0000000000,,,
12.3959999799,96,-81175.0000000000,-595.0000000000,,,
12.3999999801,96,-81472.0000000000,-591.0000000000,,,
12.4039999801,96,-81883.0000000000,-591.0000000000,,,
12.4079999800,96,-82912.0000000000,-593.0000000000,,,
12.4119999800,96,-80754.0000000000,-594.0000000000,,,
12.4159999799,97,-82666.0000000000,-588.0000000000,,,
12.4199999799,97,-80736.0000000000,-595.0000000000,,,
12.4239999799,97,-81834.0000000000,-590.0000000000,,,
12.4279999798,97,-81343.0000000000,-597.0000000000,,,
12.4319999798,97,-80714.0000000000,-592.0000000000,,,
12.4359999797,97,-81400.0000000000,-591.0000000000,,,
12.4399999799,97,-83437.0000000000,-590.0000000000,,,
12.4439999799,97,-82446.0000000000,-497.0000000000,,,
12.4479999798,97,-84222.0000000000,-579.0000000000,,,
12.4519999798,97,-83084.0000000000,-493.0000000000,,,
12.4559999797,97,-82340.0000000000,-592.0000000000,,,
12.4599999799,97,-81476.0000000000,-594.0000000000,,,
12.4639999799,97,-81762.0000000000,-593.0000000000,,,
12.4679999799,97,-81672.0000000000,-582.0000000000,,,
12.4719999798,97,-83123.0000000000,-533.0000000000,,,
12.4759999798,97,-81508.0000000000,-586.0000000000,,,
12.4799999797,97,-83493.0000000000,-585.0000000000,,,
12.4839999799,97,-84324.0000000000,-581.0000000000,,,
12.4879999799,97,-81766.0000000000,-345.0000000000,,,
12.4919999798,97,-82659.0000000000,-526.0000000000,,,
12.4959999798,97,-83205.0000000000,168.0000000000,,,
12.4999999797,97,-82519.0000000000,1273.0000000000,,,
12.5039999799,97,-85618.0000000000,2411.0000000000,,,
12.5079999799,97,-82623.0000000000,3412.0000000000,,,
12.5119999798,97,-81433.0000000000,4393.0000000000,,,
12.5159999798,97,-81106.0000000000,5452.0000000000,,,
12.5199999798,97,-82543.0000000000,6518.0000000000,,,
12.5239999797,97,-83835.0000000000,7498.0000000000,,,
12.5279999799,97,-81472.0000000000,8402.0000000000,,,
12.5319999799,97,-82194.0000000000,9398.0000000000,,,
12.5359999798,97,-82497.0000000000,10409.0000000000,,,
12.5399999798,97,-81510.0000000000,11329.0000000000,,,
12.5439999797,98,-83335.0000000000,12158.0000000000,,,
12.5479999797,98,-83054.0000000000,12532.0000000000,,,
12.5519999797,98,-82393.0000000000,12877.0000000000,,,
12.5559999796,98,-83807.0000000000,13165.0000000000,,,
12.5599999796,98,-81963.0000000000,13194.0000000000,,,
12.5639999795,98,-82353.0000000000,12959.0000000000,,,
12.5679999797,98,-82581.0000000000,12953.0000000000,,,
12.5719999797,98,-83632.0000000000,11870.0000000000,,,
12.5759999796,98,-83709.0000000000,11212.0000000000,,,
12.5799999796,98,-82324.0000000000,11310.0000000000,,,
12.5839999795,98,-81532.0000000000,11748.0000000000,,,
12.5879999797,98,-83299.0000000000,12141.0000000000,,,
12.5919999797,98,-83616.0000000000,12445.0000000000,,,
12.5959999796,98,-84766.0000000000,12732.0000000000,,,
12.5999999796,98,-80794.0000000000,13055.0000000000,,,
12.6039999796,98,-83229.0000000000,13405.0000000000,,,
12.6079999795,98,-79334.0000000000,13596.0000000000,,,
12.6119999797,98,-81346.0000000000,13789.0000000000,,,
12.6159999797,98,-81448.0000000000,13775.0000000000,,,
12.6199999796,98,-81590.0000000000,12897.0000000000,,,
12.6239999796,98,-80343.0000000000,12676.0000000000,,,
12.6279999795,98,-80567.0000000000,12435.0000000000,,,
12.6319999797,98,-80419.0000000000,12164.0000000000,,,
12.6359999797,98,-82273.0000000000,11627.0000000000,,,
12.6399999796,98,-81974.0000000000,9184.0000000000,,,
12.6439999796,98,-82091.0000000000,7683.0000000000,,,
12.6479999796,98,-79306.0000000000,-205.0000000000,,,
12.6519999795,98,-80317.0000000000,-336.0000000000,,,
12.6559999797,98,-80066.0000000000,-391.0000000000,,,
12.6599999797,98,-82896.0000000000,-385.0000000000,,,
12.6639999796,98,-81477.0000000000,-321.0000000000,,,
12.6679999796,98,-82491.0000000000,-92.0000000000,,,
12.6719999795,99,-78993.0000000000,928.0000000000,,,
12.6759999795,99,-81011.0000000000,1894.0000000000,,,
12.6799999794,99,-80605.0000000000,2761.0000000000,,,
12.6839999794,99,-80083.0000000000,3659.0000000000,,,
12.6879999794,99,-81930.0000000000,4520.0000000000,,,
12.6919999793,99,-81271.0000000000,5266.0000000000,,,
12.6959999795,99,-82789.0000000000,5934.0000000000,,,
12.6999999795,99,-80191.0000000000,6215.0000000000,,,
12.7039999794,99,-79933.0000000000,5877.0000000000,,,
12.7079999794,99,-80145.0000000000,5801.0000000000,,,
12.7119999793,99,-80647.0000000000,6038.0000000000,,,
12.7159999795,99,-79729.0000000000,5929.0000000000,,,
12.7199999795,99,-79984.0000000000,5377.0000000000,,,
12.7239999794,99,-81256.0000000000,5198.0000000000,,,
12.7279999794,99,-81267.0000000000,4212.0000000000,,,
12.7319999794,99,-79682.0000000000,649.0000000000,,,
12.7359999793,99,-81416.0000000000,198.0000000000,,,
12.7399999795,99,-78922.0000000000,-70.0000000000,,,
12.7439999795,99,-81807.0000000000,-26.0000000000,,,
12.7479999794,99,-80485.0000000000,36.0000000000,,,
12.7519999794,99,-79774.0000000000,13.0000000000,,,
12.7559999793,99,-80507.0000000000,235.0000000000,,,
12.7599999795,99,-80250.0000000000,262.0000000000,,,
12.7639999795,99,-81305.0000000000,995.0000000000,,,
12.7679999794,99,-81094.0000000000,1572.0000000000,,,
12.7719999794,99,-82134.0000000000,1918.0000000000,,,
12.7759999793,99,-81080.0000000000,2327.0000000000,,,
12.7799999793,99,-79668.0000000000,1086.0000000000,,,
12.7839999795,99,-80653.0000000000,51.0000000000,,,
12.7879999795,99,-82183.0000000000,187.0000000000,,,
12.7919999794,99,-81569.0000000000,349.0000000000,,,
12.7959999794,99,-81047.0000000000,516.0000000000,,,
12.7999999793,100,-81302.0000000000,665.0000000000,,,
12.8039999793,100,-81135.0000000000,43.0000000000,,,
12.8079999792,100,-81854.0000000000,341.0000000000,,,
12.8119999792,100,-80688.0000000000,631.0000000000,,,
12.8159999792,100,-79047.0000000000,678.0000000000,,,
12.8199999791,100,-79179.0000000000,1369.0000000000,,,
12.8239999793,100,-80363.0000000000,1926.0000000000,,,
12.8279999793,100,-79793.0000000000,2379.0000000000,,,
12.8319999792,100,-81845.0000000000,2985.0000000000,,,
12.8359999792,100,-82421.0000000000,3442.0000000000,,,
12.8399999791,100,-81508.0000000000,3637.0000000000,,,
12.8439999793,100,-81516.0000000000,3941.0000000000,,,
12.8479999793,100,-80132.0000000000,4546.0000000000,,,
12.8519999792,100,-79320.0000000000,5404.0000000000,,,
12.8559999792,100,-79875.0000000000,6196.0000000000,,,
12.8599999791,100,-78103.0000000000,6974.0000000000,,,
12.8639999791,100,-79970.0000000000,8017.0000000000,,,
12.8679999793,100,-79299.0000000000,9101.0000000000,,,
12.8719999793,100,-81124.0000000000,10142.0000000000,,,
12.8759999792,100,-79605.0000000000,11073.0000000000,,,
12.8799999792,100,-82162.0000000000,12036.0000000000,,,
12.8839999791,100,-79882.0000000000,13043.0000000000,,,
12.8879999793,100,-80460.0000000000,14032.0000000000,,,
12.8919999793,100,-81634.0000000000,14943.0000000000,,,
12.8959999792,100,-79271.0000000000,15811.0000000000,,,
12.8999999792,100,-79213.0000000000,16779.0000000000,,,
12.9039999791,100,-81089.0000000000,17745.0000000000,,,
12.9079999791,100,-79405.0000000000,18607.0000000000,,,
12.9119999793,100,-78658.0000000000,19440.0000000000,,,
12.9159999792,100,-79268.0000000000,20359.0000000000,,,
12.9199999792,100,-80703.0000000000,21295.0000000000,,,
12.9239999792,100,-78813.0000000000,22128.0000000000,,,
12.9279999791,101,-78936.0000000000,22927.0000000000,,,
12.9319999791,101,-80301.0000000000,23805.0000000000,,,
12.9359999790,101,-77284.0000000000,24678.0000000000,,,
12.9399999790,101,-79067.0000000000,25509.0000000000,,,
12.9439999789,101,-81339.0000000000,26298.0000000000,,,
12.9479999789,101,-79054.0000000000,27101.0000000000,,,
12.9519999791,101,-78606.0000000000,27972.0000000000,,,
12.9559999791,101,-79850.0000000000,28792.0000000000,,,
12.9599999790,101,-77774.0000000000,29520.0000000000,,,
12.9639999790,101,-77934.0000000000,30296.0000000000,,,
12.9679999789,101,-79781.0000000000,31164.0000000000,,,
12.9719999791,101,-79939.0000000000,31963.0000000000,,,
12.9759999791,101,-78662.0000000000,32680.0000000000,,,
12.9799999790,101,-79504.0000000000,33419.0000000000,,,
12.9839999790,101,-79676.0000000000,34233.0000000000,,,
12.9879999789,101,-79478.0000000000,34996.0000000000,,,
12.9919999789,101,-80571.0000000000,35633.0000000000,,,
12.9959999791,101,-77924.0000000000,36152.0000000000,,,
12.9999999790,101,-79636.0000000000,36614.0000000000,,,
13.0039999790,101,-79232.0000000000,36503.0000000000,,,
13.0079999790,101,-78147.0000000000,35756.0000000000,,,
13.0119999789,101,-77102.0000000000,34982.0000000000,,,
13.0159999791,101,-77270.0000000000,34250.0000000000,,,
13.0199999791,101,-77937.0000000000,33637.0000000000,,,
13.0239999790,101,-77127.0000000000,33023.0000000000,,,
13.0279999790,101,-78211.0000000000,32328.0000000000,,,
13.0319999789,101,-79857.0000000000,31761.0000000000,,,
13.0359999789,101,-81081.0000000000,31315.0000000000,,,
13.0399999791,101,-80432.0000000000,30767.0000000000,,,
13.0439999790,101,-77432.0000000000,30024.0000000000,,,
13.0479999790,101,-78874.0000000000,29481.0000000000,,,
13.0519999790,101,-78297.0000000000,28994.0000000000,,,
13.0559999789,102,-78875.0000000000,28455.0000000000,,,
13.0599999789,102,-78394.0000000000,27815.0000000000,,,
13.0639999788,102,-78753.0000000000,27368.0000000000,,,
13.0679999788,102,-78726.0000000000,26988.0000000000,,,
13.0719999787,102,-81493.0000000000,26700.0000000000,,,
13.0759999787,102,-79078.0000000000,26319.0000000000,,,
13.0799999789,102,-78537.0000000000,25980.0000000000,,,
13.0839999788,102,-78650.0000000000,24698.0000000000,,,
13.0879999788,102,-80662.0000000000,22989.0000000000,,,
13.0919999788,102,-78819.0000000000,21675.0000000000,,,
13.0959999787,102,-78441.0000000000,19319.0000000000,,,
13.0999999789,102,-78097.0000000000,14667.0000000000,,,
13.1039999789,102,-77574.0000000000,9376.0000000000,,,
13.1079999788,102,-78008.0000000000,4554.0000000000,,,
13.1119999788,102,-79926.0000000000,4097.0000000000,,,
13.1159999787,102,-79681.0000000000,4317.0000000000,,,
13.1199999787,102,-79532.0000000000,4321.0000000000,,,
13.1239999789,102,-79976.0000000000,4159.0000000000,,,
13.1279999788,102,-78624.0000000000,4524.0000000000,,,
13.1319999788,102,-78597.0000000000,4887.0000000000,,,
13.1359999788,102,-80454.0000000000,5250.0000000000,,,
13.1399999787,102,-79921.0000000000,5614.0000000000,,,
13.1439999789,102,-79673.0000000000,5670.0000000000,,,
13.1479999789,102,-79151.0000000000,4437.0000000000,,,
13.1519999788,102,-79603.0000000000,621.0000000000,,,
13.1559999788,102,-79745.0000000000,435.0000000000,,,
13.1599999787,102,-80678.0000000000,1226.0000000000,,,
13.1639999787,102,-79271.0000000000,1636.0000000000,,,
13.1679999789,102,-80099.0000000000,1675.0000000000,,,
13.1719999788,102,-79496.0000000000,1557.0000000000,,,
13.1759999788,102,-80569.0000000000,486.0000000000,,,
13.1799999787,102,-80708.0000000000,-234.0000000000,,,
13.1839999787,103,-80216.0000000000,-350.0000000000,,,
13.1879999787,103,-82061.0000000000,-11.0000000000,,,
13.1919999786,103,-79814.0000000000,-194.0000000000,,,
13.1959999786,103,-77201.0000000000,-416.0000000000,,,
13.1999999785,103,-79824.0000000000,-322.0000000000,,,
13.2039999785,103,-80215.0000000000,-326.0000000000,,,
13.2079999787,103,-77730.0000000000,-317.0000000000,,,
13.2119999786,103,-80236.0000000000,-374.0000000000,,,
13.2159999786,103,-78804.0000000000,-434.0000000000,,,
13.2199999786,103,-79080.0000000000,-395.0000000000,,,
13.2239999785,103,-80035.0000000000,-369.0000000000,,,
13.2279999787,103,-81620.0000000000,-322.0000000000,,,
13.2319999787,103,-80615.0000000000,-269.0000000000,,,
13.2359999786,103,-81090.0000000000,-277.0000000000,,,
13.2399999786,103,-81124.0000000000,-188.0000000000,,,
13.2439999785,103,-77876.0000000000,-14.0000000000,,,
13.2479999785,103,-80529.0000000000,266.0000000000,,,
13.2519999787,103,-79512.0000000000,443.0000000000,,,
13.2559999786,103,-79783.0000000000,296.0000000000,,,
13.2599999786,103,-79520.0000000000,279.0000000000,,,
13.2639999785,103,-81957.0000000000,337.0000000000,,,
13.2679999785,103,-79139.0000000000,684.0000000000,,,
13.2719999787,103,-79458.0000000000,1229.0000000000,,,
13.2759999787,103,-78253.0000000000,1585.0000000000,,,
13.2799999786,103,-79428.0000000000,1819.0000000000,,,
13.2839999786,103,-78046.0000000000,1961.0000000000,,,
13.2879999785,103,-78200.0000000000,1988.0000000000,,,
13.2919999785,103,-78945.0000000000,1970.0000000000,,,
13.2959999787,103,-79008.0000000000,2037.0000000000,,,
13.2999999786,103,-79009.0000000000,2229.0000000000,,,
13.3039999786,103,-79622.0000000000,2319.0000000000,,,
13.3079999785,103,-80668.0000000000,2545.0000000000,,,
